"id","cefr_level","headword","pos","first_meaning","length","meaning_raw","example_ja","topic"
"107","A1","borrow","verb","…を借りる","5","(…を担保として…から)…'を'借りる《+名+from+名+on+名》  / 〈言葉・思想・方法など〉'を'借りてまねる,模倣(もほう)する  / 借りる,借金する","私は図書館から本を借りました。",""
"108","A1","both","determiner","両方の","3","両方の,双方の","彼らは両方とも私の友達です。",""
"109","A1","both","pronoun","両方","2","両方,両者","どちらもとても気に入っている。",""
"110","A1","bottle","noun","びん","2","びん;1びんの量  / 〈U〉《the~》酒;飲酒  / 〈U〉《the~》哺乳(ほにゅう)びん;牛乳","彼女はびんをテーブルに置いた。","Food and drink; Shopping"
"111","A1","bottom","noun","底","1","(物の)底《+of+名》  / (海・川・湖・井戸などの)底《+of+名》  / (…の)下部,底部,根元《+of+名》  / (…の)根底,基礎;(…の)心底,奥底《+of+名》  / 船底,船腹;(一般に)船,船舶  / 《話》しり(posterior)  / 《複数形で》川沿いの低地(低い牧草地)  / 最低の;最後の  / 底の;根底の","猫はベッドの下で眠っていた。",""
"112","A1","bowl","noun","どんぶり","4","〈C〉どんぶり,はち, わん,茶わん,ボール / どんぶり(はち)1杯の量 / 《...の》丸くくぼんだ部分《of ...》 / 《米》(はち形の)円形競技場([[stadium]])","昼食に美味しいラーメンのどんぶりを食べました。","Objects and rooms; Shopping"
"113","A1","box","noun","箱","1","箱  / (の…)1箱《+of+名》  / (劇場などの)さじき席 ます席  / 番小屋,詰め所  / (野球で)バッターボックス;コーチャーズボックス;ピッチャーズマウンド;キャッチャーの定位置  / (線で囲った)四角のわく,囲み;(新聞・雑誌の)  / (郵便の)私書箱  / 《the box》《英俗》テレビ","箱の中はキャンディでいっぱいだった。","Objects and rooms; Shopping"
"114","A1","boy","noun","少年","2","少年,男の子  / 《しばしば所有格を伴って》むすこ  / 《しばしば複数形で》青年,若い男  / 《話,特に米南部方言》(年齢に関係なく)男,仲間  / 給仕,下男  / 《the boys》飲み(遊び,仕事)仲間  / 《米話》やあ(その他,歓喜・驚きを表す時に用いられる)","男の子は公園を駆け回った。","Personal identification; Personal information"
"115","A1","boyfriend","noun","男友だち","4","《話》男友だち(恋人),ボーイフレンド / 男友だち(恋人),ボーイフレンド","私の彼氏は私の最高の友達です。","Personal identification; Personal information"
"116","A1","brain","noun","脳","1","脳,脳髄  / 《しばしば複数形で》頭脳,知力  / 《話》秀才,知的指導者","脳は複雑な臓器です。","Health and body care"
"117","A1","bread","noun","パン","2","パン,食パン  / (生名の糧(かて)として必要な)食物一般…生計・金・銭","パンを一斤買いました。","Food and drink"
"118","A1","break","verb","…を壊す","4","…を壊す / …を役に立たなくする / 〈法律・規則・約束など〉を破る / 《…に》…を打ち明ける《to ...》 / …を破産させる / 《しばしば副詞[句]を伴って》壊れる /","彼女は岩を使い窓を壊した。",""
"119","A1","breakfast","noun","朝食","2","朝食","今朝は美味しい朝食を食べました。","Food and drink"
"120","A1","breathe","verb","動","1","【動/自】呼吸する / 【動/他】〈空気〉を呼吸する","私は息をしようとしている。",""
"121","A1","bridge","noun","橋","1","〈Ｃ〉橋 / 鼻柱 / (めがねの)ブリッジ","私たちは目的地に到達するために橋を渡りました。","House and home; Things in the town; environment; shops and shopping"
"122","A1","bright","adjective","輝いている","5","輝いている,びかびかの(shining)  / うららかな,晴れた  / 生き生きした,元気のよい(cheerful)  / 未望な(promising)  / (色が)鮮やかな,鮮明な(clear)  / りこうな(clever),気のきいた(smart)  / 明るく,輝いて(brightly)","空は明るい青色だった。",""
"123","A1","bring","verb","を持ってくる","6","〈物〉‘を'持ってくる  / 〈人が〉(…に)〈人〉‘を'連れてくる《+名〈人〉+to+名》  / 〈物事が〉(…に)〈人〉‘を'来させる,引き寄せる《+名+to+名》  / 〈物事〉をもたらす,引き起こす  / (ある状態・結果・動作などに)…‘を'する  / (…に対して)〈訴訟〉を起こす《+名+for(against)+名》","彼はパーティーにケーキを持ってきた。",""
"124","A1","broken","adjective","breakの過去分詞","10","breakの過去分詞 / 『壊れた』,折れた,破れた,裂けた / 『破られた』 / (苦労・悲嘆などで)打ちのめされた,意気消沈した,衰弱した / 切れ切れの,断続的な / 完全でない,半端な / 滑らかでない,でこぼこの / (機械などが)故障した,だめになった / (馬が)慣らされた,調教された / (言語が)不完全に話される / 破産した","床に割れた花瓶が散乱していた。",""
"125","A1","brother","noun","兄弟","2","兄弟,兄,弟  / 同僚,仲間;同業者  / 《文》同胞;同一教会員,同じ信仰の友  / (失望・不快・驚きを表して)いまいましい,ちきしょう","私の兄弟と私は映画に行く予定だ。","Family life; Personal identification"
"126","A1","brown","adjective","褐色の","3","褐色の,茶色の  / 日に焼けた  / 褐色,茶色,トビ色","茶色いキツネがフェンスを越えてジャンプした。",""
"127","A1","brush","noun","ブラシ","3","ブラシ,はけ,毛筆,画筆 / ブラシをかけること, 絵筆を使うこと,画法 / ブラシに似た物（キツネのしっぽなど）/ 小ぜり合い,いざこざ /  《…が》かすること, 軽く触れること《of ...》 / (モーターの)ブラシ,刷子","髪の毛用に新しいブラシを買わなければなりません。","Education; Objects and rooms; Shopping"
"128","A1","brush","verb","…にブラシをかける","9","…にブラシをかける, をブラシでこする(みがく,払う) / (ブラシをかけるようにして,手で)…を払いのける / (通りすがりに)…をかする, に軽く触れる / 《…を》かすめて通る,かする《past, by, against ...》","毎朝、私は髪にブラシをかけます。",""
"129","A1","bucket","noun","バケツ","3","バケツ,手おけ;(井戸の)つるべ  / バケツ状の物;(水車・タービンなどの)水受け;(ポンプの)吸い子  / バケツ1杯(の…)(bucketful)《+of+名》","男はバケツに水を満たした。","Objects and rooms; Shopping"
"130","A1","build","verb","を組み立てる","6","〈物〉'を'組み立てる,造る,建造する,建築する  / (年月をかけて)〈事〉'を'作り上げる,築き上げる;《受動態で》〈体・性質〉'を'作る","彼は丘の上に家を建てた。",""
"131","A1","building","noun","建物","2","〈C〉『建物』,ビルディング;(一般に)建造物 / 〈U〉建築,建築術","高層ビルが市街地の中心に建てられた。","House and home; Things in the town; environment; shops and shopping"
"132","A1","burger","noun","ハンバーガー","6","ハンバーガー","私はお腹が空いたので、バーガーを食べに行こう。","Food and drink"
"133","A1","bus","noun","バス","2","バス","学校へはバスに乗るつもりです。","Things in the town; Travel; Ways of travelling; shops and shopping"
"134","A1","business","noun","職業","2","〈U〉(生計のための)職業,商売;任務,仕事 / 〈C〉店,会社,商社 / 〈U〉商取引,商売 / 〈C〉事,事柄([[matter]],[[affair]]);用事,用件 / 《おもに否定文・疑問文で》(個人的)関心事,責任のある事","彼は15年間そのビジネスに従事してきました。","Daily life; Work and jobs"
"135","A1","busy","adjective","にぎやかな","5","《...で》忙しい,多忙な《with ...》  / 《...するのに》忙しい《~ doing》 / (場所が)にぎやかな  / 《米》(電話が)使用中の(《英》engaged)","今日のオフィスは忙しいです。",""
"136","A1","butter","noun","バター","3","バター  / (バターに似た)パンに塗る食品","今朝はトーストにバターを塗った。","Food and drink"
"137","A1","butterfly","noun","チョウ","3","〈Ｃ〉チョウ / 《話・通例複数形で》不安, 緊張, 胸騒ぎ / 〈U〉(水泳で)バタフライ","蝶が庭で飛び回っていた。",""
"138","A1","button","noun","ボタン","3","(衣服の)ボタン  / 記章,バッジ  / (ベルなどの)押しボタン","ライトを点けるためにボタンを押してください。","Clothes; Shopping"
"139","A1","buy","verb","…を買う","4","〈他〉…を買う / (ある金額で) …が買える / (代償を払って)…を獲得する","新しい車を買おう。",""
"140","A1","bye","noun","さよなら","4","さよなら, じゃあまた","またね。",""
"141","A1","cafe","noun","喫茶店","3","〈C〉『喫茶店』([[coffeehouse]]),小レストラン);《英》(酒類を出さない)『軽食堂』 / 〈C〉バー,キャバレー,ナイトクラブ","私は後で友達にカフェで会う予定です。","Food and drink; Things in the town; shops and shopping"
"142","A1","cake","noun","ケーキ","3","〈U〉〈C〉ケーキ,洋菓子  / 〈C〉平たい焼きパン(パンケーキなど)  / 〈C〉一定の形の塊にした食物  / 〈C〉(…の)ケーキ状の塊《+of+名》","友達の誕生日にケーキを買いました。","Food and drink"
"143","A1","call","verb","を呼ぶ","3","〈他〉を呼ぶ / 〈人〉に電話をかける / 〈自〉《...を》訪問する《on, at ...》","友達に電話をかけるつもりだ。","Services"
"144","A1","camera","noun","カメラ","3","カメラ,写真機  / テレビ[用]カメラ","昨日新しいカメラを買いました。","Objects and rooms; Travel"
