headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
allergic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,allergic,"アレルギー性の;(…に)アレルギーを起こす《+『to』+『名』》 / 《補語にのみ用いて》《話》(…に)神経過敏の,(…が)大嫌いの《+『to』+『名』(do『ing)』》",,"アレルギー性の;(…に)アレルギーを起こす《+『to』+『名』》 / 《補語にのみ用いて》《話》(…に)神経過敏の,(…が)大嫌いの《+『to』+『名』(do『ing)』》",/əˈlɜrʤɪk/,1133,I'm allergic to fish.,私は魚アレルギーです。,94474
allowance,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,allowance,"〈C〉認めること / 許容 / 容認 / 許容量 / 割り当て / (定期的な)手当,こづかい  / 割引き, 値引き",,"〈C〉認めること / 許容 / 容認 / 許容量 / 割り当て / (定期的な)手当,こづかい  / 割引き, 値引き",/əˈlaʊəns/,1159,The government has decided to increase the allowance for low-income families.,政府は低所得家庭への割り当てを増やすことを決定しました。,2995960
aloud,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,aloud,声を出して / 大声で(loudly),,声を出して / 大声で(loudly),/ə'laʊd/,1191,She read the book aloud to her younger brother.,彼女は弟に声を出して本を読んで聞かせた。,2995976
alphabet,noun,"CoreInventory_1: Books and literature

CoreInventory 2: 

Threshold: Language",,alphabet,"〈C〉アルファベット(言語の音声を表す記号の体係をいい,現代英語ではaからzまでの26文字の総称)[ギリシア語のα(alpha),β(beta)からきた語] / 《the ~》初歩,いろは",,"〈C〉アルファベット(言語の音声を表す記号の体係をいい,現代英語ではaからzまでの26文字の総称)[ギリシア語のα(alpha),β(beta)からきた語] / 《the ~》初歩,いろは",/ˈælfəbɛt/,1200,The English alphabet consists of 26 letters.,英語のアルファベットは26文字から成り立っています。,2995975
alternative,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,alternative,二者択一の / 代わりの / 普通とは違った,,二者択一の / 代わりの / 普通とは違った,/ɔːlˈtɜːrnətɪv/,1229,You have to make an alternative choice between studying abroad or finding a job.,あなたは留学するか仕事を見つけるかという二者択一の選択をしなければなりません。,2995991
alternative,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,alternative,〈C〉二者択一 / 代わりのもの；選択肢,,〈C〉二者択一 / 代わりのもの；選択肢,/ɔlˈtɜːrnətɪv/,9702355,We would have a wide range of alternatives.,我々は幅広い選択肢を持っている。,9770
altogether,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,altogether,"まったく,全然 / 全部で, 全部ひっくるめて / 全体から見て, 概して言えば",,"まったく,全然 / 全部で, 全部ひっくるめて / 全体から見て, 概して言えば",/ɔːltəˈɡeðər/,1235,That is not altogether bad.,それは決して悪いことではない。,55336
amazed,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,amazed,"《...に》びっくり仰天した, 驚かされた《at ...》 / 《...に》驚きあきれた《at ...》",,"《...に》びっくり仰天した, 驚かされた《at ...》 / 《...に》驚きあきれた《at ...》",/əˈmeɪzd/,1274,I was amazed at the results.,私はその結果に仰天した。,74389
amazing,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,amazing,"驚くべき,びっくりさせるような",,"驚くべき,びっくりさせるような",/əˈmeɪzɪŋ/,1276,The view from the top of the mountain was truly amazing.,山の頂上からの眺めは本当に驚くべきものだった。,2996001
ambitious,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,ambitious,"大望を抱いた,野心のある,大志を抱いた  / (仕事・計画などが)野心的な,大がかりな;(悪い意味で)大げさな,高望みの",,"大望を抱いた,野心のある,大志を抱いた  / (仕事・計画などが)野心的な,大がかりな;(悪い意味で)大げさな,高望みの",/æmˈbɪʃəs/,1293,He was ambitious of success in business.,彼は実業家として成功したいと熱望していた。,30412
ambulance,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Travel",,ambulance,救急車,,救急車,/ˈæm.bjə.ləns/,1301,The ambulance arrived quickly after the accident.,事故の後すぐに救急車が到着しました。,2996007
amount,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,amount,"〈U〉《the ~》総計,総額,総数(sum)  / (ある)量,額  / 〈U〉真意;要旨",,"〈U〉《the ~》総計,総額,総数(sum)  / (ある)量,額  / 〈U〉真意;要旨",/əˈmaʊnt/,1378,The total amount comes to $500.,合計金額は500ドルになります。,2996028
amusing,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,amusing,"『おもしろい』,おかしい,楽しい",,"『おもしろい』,おかしい,楽しい",/əˈmjuːzɪŋ/,1415,The comedian's jokes were so amusing that the audience couldn't stop laughing.,そのコメディアンのジョークはとてもおもしろかったので、観客は笑いが止まらなかった。,1639677
analysis,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,analysis,"〈U〉(内容・状況などの)分析,分解, 解剖 / (詳細な)検討 / (化学・物理で)分析,《米》(心理学で)[精神]分析;(数学で)解析",,"〈U〉(内容・状況などの)分析,分解, 解剖 / (詳細な)検討 / (化学・物理で)分析,《米》(心理学で)[精神]分析;(数学で)解析",/əˈnæləsɪs/,1446,The analysis of the data revealed some interesting trends.,データの分析がいくつかの興味深いトレンドを明らかにした。,2996043
analyze/analyse,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,analyze,"〈状況など〉'を'分析する,詳細に検討する  / 〈物質など〉'を'(…に)分析する,分解する《+名+into+名》;(数学で)…'を'解析する  / 《米》〈人〉'を'精神分析する(psychoanalyze)  / 〈文〉'を'[文法的に]分解する",,"〈状況など〉'を'分析する,詳細に検討する  / 〈物質など〉'を'(…に)分析する,分解する《+名+into+名》;(数学で)…'を'解析する  / 《米》〈人〉'を'精神分析する(psychoanalyze)  / 〈文〉'を'[文法的に]分解する",/ˈænəlaɪz/,1451,We need to analyze the current situation to make the best decision.,最善の決定を下すためには、現状を分析する必要があります。,2996047
anger,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anger,"怒り,立腹",,"怒り,立腹",/ˈæŋɡər/,1532,His anger was evident in his tone.,彼の怒りは彼の口調に明らかだった。,2996098
angle,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,angle,"〈C〉かど,すみ / 角度 / 観点",,"〈C〉かど,すみ / 角度 / 観点",/ˈæŋɡəl/,1537,One of the angles of the triangle is 90 degrees.,三角形の 1 つの角は 90 度です。,2996094
animated,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,animated,"生き生きとした,活発な / 生きているように動く(作られた)",,"生き生きとした,活発な / 生きているように動く(作られた)",/ˈænɪmeɪtɪd/,1588,The animated expression on her face showed her excitement.,彼女の顔の生き生きとした表情は、彼女の興奮を示していました。,2996117
animation,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: Media

Threshold: Free time, entertainment",,animation,"〈U〉活気,生気,活発 / 〈U〉漫画(動画)製作 / 〈C〉漫画映画,動画(cartoon)",,"〈U〉活気,生気,活発 / 〈U〉漫画(動画)製作 / 〈C〉漫画映画,動画(cartoon)",/ænɪˈmeɪʃən/,1590,The animation in the room was palpable as everyone eagerly awaited the announcement.,皆が発表を熱心に待っているとき、部屋の活気は手に取るように感じられました。,2996118
announce,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,announce,"…'を'発表する,公表する  / …‘の'来訪(到着,出席)を大声で告げる;〈食事〉‘の'用意ができたことを大声で知らせる  / 〈物事が〉…'を'示す  / (ラジオ・テレビで)〈試合など〉‘の'アナウンスをする  / アナウンサーとして勤める(働く)",,"…'を'発表する,公表する  / …‘の'来訪(到着,出席)を大声で告げる;〈食事〉‘の'用意ができたことを大声で知らせる  / 〈物事が〉…'を'示す  / (ラジオ・テレビで)〈試合など〉‘の'アナウンスをする  / アナウンサーとして勤める(働く)",/əˈnaʊns/,1622,The company will announce its annual financial results next week.,その会社は来週、年間の財務結果を発表する予定です。,2996054
announcement,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,announcement,"〈C〉《...についての》発表,公表 《about ...》 / 布告,告示",,"〈C〉《...についての》発表,公表 《about ...》 / 布告,告示",/əˈnaʊnsmənt/,1623,The company made an announcement about the new product launch.,その会社は新製品の発売についての発表をしました。,2996059
annoyance,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,annoyance,"〈U〉困惑,迷惑,いらだたしさ / 〈C〉困らせる(いらいらさせる)人(物,事)",,"〈U〉困惑,迷惑,いらだたしさ / 〈C〉困らせる(いらいらさせる)人(物,事)",/əˈnɔɪəns/,1626,He answered with a look of annoyance.,彼は苛立った顔をして答えた。,34834
annoyed,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,annoyed,"（人が）イライラした, 腹を立てた",,"（人が）イライラした, 腹を立てた",/əˈnɔɪd/,607586,I was annoyed by the constant noise outside.,私は外の絶え間ない騒音にイライラしました。,3008217
annual,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,annual,"1年の,1年間の  / 年々の,例年の  / 1年1回の,(雑誌など)年刊の  / (植物が)1年生の  / 年報,年鑑(yearbook);年1回の行事  / 1年生植物",,"1年の,1年間の  / 年々の,例年の  / 1年1回の,(雑誌など)年刊の  / (植物が)1年生の  / 年報,年鑑(yearbook);年1回の行事  / 1年生植物",/ˈæn.ju.əl/,1628,The athletic meet is an annual event.,その運動会は毎年行われる行事だ。,124104
annually,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,annually,"毎年, 一年ごとに / 年に一回",,"毎年, 一年ごとに / 年に一回",/ˈæn.ju.ə.li/,1630,The conference takes place annually.,その会議は毎年開催される。,123703
ant,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,ant,『アリ』,,『アリ』,/ænt/,1662,The ant is carrying a piece of food back to its colony.,アリは食べ物の一部をコロニーに運んでいます。,2996083
anti,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anti,【接頭辞】反…；非…；対…；抗…；不…,,【接頭辞】反…；非…；対…；抗…；不…,/ˈænti/,1713,The anti-war movement gained momentum in the 1960s.,反戦運動は1960年代に勢いを増した。,2996110
antique,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,antique,"〈C〉古物,古器,骨董(こっとう)品  / 《the ~》古代美術,古代様式",,"〈C〉古物,古器,骨董(こっとう)品  / 《the ~》古代美術,古代様式",/ænˈtiːk/,1775,This table is a priceless antique.,このテーブルは貴重な骨董品だ。,135248
antonym,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,antonym,反意語(hotに対するcoldなど),,反意語(hotに対するcoldなど),/ˈæntənɪm/,1790,Hot and cold are antonyms.,Hotとcoldは反意語です。,1641887
anxiety,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anxiety,"〈U〉《...について》心配, 不安《about / for》 / 〈C〉心配事 / 〈U〉切望 / 〈C〉切望する事",,"〈U〉《...について》心配, 不安《about / for》 / 〈C〉心配事 / 〈U〉切望 / 〈C〉切望する事",/æŋˈzaɪəti/,1795,I struggle with anxiety every day.,私は毎日不安に苦しんでいます。,1665463
